ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINE NUMBER,SALES,ORDER DATE.1,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTAL CODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEAL SIZE
10207,43,100,10,5752.54,12/09/2003,Shipped,4,12,2003,Trucks and Buses,122,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10229,26,100,4,3765.32,03/11/2004,Shipped,1,3,2004,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10246,22,98.18,8,2159.96,05/05/2004,Shipped,2,5,2004,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10292,41,100,11,4528.86,09/08/2004,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10324,33,37.48,10,1236.84,11/05/2004,Shipped,4,11,2004,Trucks and Buses,122,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10349,38,100,7,5223.48,12/01/2004,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358,20,36.42,11,728.4,12/10/2004,Shipped,4,12,2004,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10412,56,98.18,8,5498.08,05/03/2005,Shipped,2,5,2005,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Medium
10101,25,100,4,3782,01/09/2003,Shipped,1,1,2003,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,missing data,60528,Germany,EMEA,Keitel,Roland,Medium
10149,33,100,8,4950.33,09/12/2003,Shipped,3,9,2003,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10173,31,100,10,4492.83,11/05/2003,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,missing data,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,20,100,7,2212,11/12/2003,Shipped,4,11,2003,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10204,26,100,1,3206.32,12/02/2003,Shipped,4,12,2003,Vintage Cars,127,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10227,46,100,7,7017.76,03/02/2004,Shipped,1,3,2004,Vintage Cars,127,S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,missing data,69004,France,EMEA,Saveley,Mary,Large
10288,31,100,2,3822.92,09/01/2004,Shipped,3,9,2004,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,missing data,69045,Singapore,APAC,Victorino,Wendy,Medium
10304,24,100,17,2440.8,10/11/2004,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,missing data,78000,France,EMEA,Tonini,Daniel,Small
10322,50,100,6,12536.5,11/04/2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Large
10356,29,100,3,3630.22,12/09/2004,Shipped,4,12,2004,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,missing data,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,27,100,5,4196.07,01/12/2005,Resolved,1,1,2005,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10390,31,98.99,16,3068.69,03/04/2005,Shipped,1,3,2005,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10114,45,68.67,6,3090.15,04/01/2003,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,missing data,75012,France,EMEA,Bertrand,Marie,Medium
10175,41,69.28,7,2840.48,11/06/2003,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,missing data,WX3 6FW,UK,EMEA,Brown,Ann,Small
10207,37,69.89,13,2585.93,12/09/2003,Shipped,4,12,2003,Trucks and Buses,60,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10217,35,61.38,2,2148.3,02/04/2004,Shipped,1,2,2004,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,missing data,69045,Singapore,APAC,Victorino,Wendy,Small
10229,28,59.55,7,1667.4,03/11/2004,Shipped,1,3,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246,30,61.99,11,1859.7,05/05/2004,Shipped,2,5,2004,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10291,26,57.73,2,1500.98,09/08/2004,Shipped,3,9,2004,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,missing data,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10322,35,61.21,11,2142.35,11/04/2004,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10357,41,61.99,7,2541.59,12/10/2004,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10391,44,38.5,5,1694,03/09/2005,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10412,47,61.99,11,2913.53,05/03/2005,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10210,50,76.88,7,3844,01/12/2004,Shipped,1,1,2004,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10235,24,76.03,3,1824.72,04/02/2004,Shipped,2,4,2004,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,27,98.84,4,2668.68,05/11/2004,Shipped,2,5,2004,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10318,31,100,9,3116.43,11/02/2004,Shipped,4,11,2004,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10327,45,100,8,4781.7,11/10/2004,Resolved,4,11,2004,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,missing data,1734,Denmark,EMEA,Petersen,Jytte,Medium
10353,27,100,1,3515.67,12/04/2004,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10374,42,69.27,2,2909.34,02/02/2005,Shipped,1,2,2005,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10386,21,74.77,18,1570.17,03/01/2005,Resolved,1,3,2005,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10401,42,76.03,3,3193.26,04/03/2005,On Hold,2,4,2005,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,15,98.84,4,1482.6,05/10/2005,Shipped,2,5,2005,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,missing data,42100,Italy,EMEA,Moroni,Maurizio,Small
10134,30,61.78,6,1853.4,07/01/2003,Shipped,3,7,2003,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,missing data,75508,France,EMEA,Da Cunha,Daniel,Small
10159,42,51.48,18,2162.16,10/10/2003,Shipped,4,10,2003,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,missing data,USA,NA,Brown,Julie,Small
10180,25,64.2,13,1605,11/11/2003,Shipped,4,11,2003,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,missing data,59000,France,EMEA,Rance,Martine,Small
10201,30,64.81,6,1944.3,12/01/2003,Shipped,4,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,missing data,USA,NA,Murphy,Julie,Small
10210,40,49.67,3,1986.8,01/12/2004,Shipped,1,1,2004,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10236,23,55.72,2,1281.56,04/03/2004,Shipped,2,4,2004,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10318,42,52.7,5,2213.4,11/02/2004,Shipped,4,11,2004,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10362,23,49.67,3,1142.41,01/05/2005,Shipped,1,1,2005,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10374,22,53.3,4,1172.6,02/02/2005,Shipped,1,2,2005,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10389,39,100,5,6981,03/03/2005,Shipped,1,3,2005,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,missing data,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10402,55,55.72,2,3064.6,04/07/2005,Shipped,2,4,2005,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,missing data,75016,France,EMEA,Perrier,Dominique,Medium
10101,26,100,1,3773.38,01/09/2003,Shipped,1,1,2003,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,missing data,60528,Germany,EMEA,Keitel,Roland,Medium
10149,23,100,5,4230.62,09/12/2003,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10173,22,100,7,3452.68,11/05/2003,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,missing data,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,21,100,4,3047.73,11/12/2003,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10205,40,100,3,7492.4,12/03/2003,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Large
10227,29,100,4,5579.02,03/02/2004,Shipped,1,3,2004,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,missing data,69004,France,EMEA,Saveley,Mary,Medium
10255,24,100,1,3726,06/04/2004,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,missing data,67000,France,EMEA,Citeaux,Frederique,Medium
10289,43,100,3,8272.34,09/03/2004,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,missing data,N 5804,Norway,EMEA,Oeztan,Veysel,Large
10304,20,100,14,3577.6,10/11/2004,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,missing data,78000,France,EMEA,Tonini,Daniel,Medium
10322,36,100,2,5797.44,11/04/2004,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10356,30,100,1,4462.2,12/09/2004,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,missing data,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,32,94.79,7,3033.28,01/12/2005,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10390,26,78.11,7,2030.86,03/04/2005,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10109,26,100,1,3157.44,03/10/2003,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10137,37,100,3,4346.76,07/10/2003,Shipped,3,7,2003,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,missing data,51100,France,EMEA,Henriot,Paul,Medium
10148,27,100,10,3528.36,09/11/2003,Shipped,3,9,2003,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10172,39,100,7,6023.16,11/05/2003,Shipped,4,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181,27,100,3,3884.76,11/12/2003,Shipped,4,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,missing data,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10204,27,100,14,4169.88,12/02/2003,Shipped,4,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10253,37,100,2,5177.04,06/01/2004,Cancelled,2,6,2004,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,missing data,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,20,100,3,2824.8,07/06/2004,Shipped,3,7,2004,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,missing data,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,39,100,3,4324.32,08/06/2004,Shipped,3,8,2004,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10301,22,100,5,3223.44,10/05/2003,Shipped,4,10,2003,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,missing data,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10321,27,100,7,2851.2,11/04/2004,Shipped,4,11,2004,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10366,49,100,2,6144.6,01/10/2005,Shipped,1,1,2005,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,missing data,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10379,29,100,5,5127.2,02/10/2005,Shipped,1,2,2005,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Medium
10174,46,100,5,5592.22,11/06/2003,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10206,37,90.17,7,3336.29,12/05/2003,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10228,24,100,3,2504.4,03/10/2004,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10291,47,100,12,5713.79,09/08/2004,Shipped,3,9,2004,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,missing data,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10304,46,100,7,4613.8,10/11/2004,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,missing data,78000,France,EMEA,Tonini,Daniel,Medium
10322,33,100,12,3524.73,11/04/2004,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10357,41,87.13,6,3572.33,12/10/2004,Shipped,4,12,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10391,32,45.25,6,1448,03/09/2005,Shipped,1,3,2005,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10173,28,53.72,2,1504.16,11/05/2003,Shipped,4,11,2003,Vintage Cars,62,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,missing data,24100,Italy,EMEA,Rovelli,Giovanni,Small
10206,28,67.46,9,1888.88,12/05/2003,Shipped,4,12,2003,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10228,45,63.71,5,2866.95,03/10/2004,Shipped,1,3,2004,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10291,37,50.59,14,1871.83,09/08/2004,Shipped,3,9,2004,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,missing data,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304,24,64.96,9,1559.04,10/11/2004,Shipped,4,10,2004,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,missing data,78000,France,EMEA,Tonini,Daniel,Small
10322,41,29.87,13,1224.67,11/04/2004,Shipped,4,11,2004,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10357,49,70.58,5,3458.42,12/10/2004,Shipped,4,12,2004,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10392,37,59.96,3,2218.52,03/10/2005,Shipped,1,3,2005,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,missing data,8010,Austria,EMEA,Mendel,Roland,Small
10143,46,74.84,13,3442.64,08/10/2003,Shipped,3,8,2003,Ships,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10155,44,79.14,11,3482.16,10/06/2003,Shipped,4,10,2003,Ships,86,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,missing data,21240,Finland,EMEA,Karttunen,Matti,Medium
10178,41,81.72,10,3350.52,11/08/2003,Shipped,4,11,2003,Ships,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,missing data,31000,France,EMEA,Roulet,Annette,Medium
10209,28,100,6,2817.92,01/09/2004,Shipped,1,1,2004,Ships,86,S18_3029,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,missing data,USA,NA,Chandler,Michael,Small
10248,21,73.98,1,1553.58,05/07/2004,Cancelled,2,5,2004,Ships,86,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10316,21,94.62,15,1987.02,11/01/2004,Shipped,4,11,2004,Ships,86,S18_3029,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10327,25,45.86,5,1146.5,11/10/2004,Resolved,4,11,2004,Ships,86,S18_3029,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,missing data,1734,Denmark,EMEA,Petersen,Jytte,Small
10350,43,64.97,6,2793.71,12/02/2004,Shipped,4,12,2004,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Small
10386,37,93.01,5,3441.37,03/01/2005,Resolved,1,3,2005,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Medium
10400,30,74.84,7,2245.2,04/01/2005,Shipped,2,4,2005,Ships,86,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10414,44,73.98,1,3255.12,05/06/2005,On Hold,2,5,2005,Ships,86,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10173,31,89.01,1,2759.31,11/05/2003,Shipped,4,11,2003,Vintage Cars,104,S18_3136,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,missing data,24100,Italy,EMEA,Rovelli,Giovanni,Small
10206,30,100,8,3581.4,12/05/2003,Shipped,4,12,2003,Vintage Cars,104,S18_3136,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10228,31,100,4,3181.53,03/10/2004,Shipped,1,3,2004,Vintage Cars,104,S18_3136,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10291,23,100,13,2866.26,09/08/2004,Shipped,3,9,2004,Vintage Cars,104,S18_3136,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,missing data,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304,26,85.87,8,2232.62,10/11/2004,Shipped,4,10,2004,Vintage Cars,104,S18_3136,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,missing data,78000,France,EMEA,Tonini,Daniel,Small
10322,48,47.04,7,2257.92,11/04/2004,Shipped,4,11,2004,Vintage Cars,104,S18_3136,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10357,44,100,4,5160.76,12/10/2004,Shipped,4,12,2004,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10392,29,86.92,2,2520.68,03/10/2005,Shipped,1,3,2005,Vintage Cars,104,S18_3136,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,missing data,8010,Austria,EMEA,Mendel,Roland,Small
10105,22,100,11,3065.04,02/11/2003,Shipped,1,2,2003,Vintage Cars,136,S18_3140,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,missing data,1734,Denmark,EMEA,Petersen,Jytte,Medium
10128,41,100,2,5544.02,06/06/2003,Shipped,2,6,2003,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,missing data,28034,Spain,EMEA,Freyre,Diego,Medium
10142,47,100,8,6034.33,08/08/2003,Shipped,3,8,2003,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10177,23,100,9,3675.63,11/07/2003,Shipped,4,11,2003,Vintage Cars,136,S18_3140,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,missing data,28023,Spain,EMEA,Fernandez,Jesus,Medium
10208,24,100,9,2622.48,01/02/2004,Shipped,1,1,2004,Vintage Cars,136,S18_3140,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,missing data,69004,France,EMEA,Saveley,Mary,Small
10248,32,100,12,3802.56,05/07/2004,Cancelled,2,5,2004,Vintage Cars,136,S18_3140,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
